level,start_ms,header,end_ms
2,1132,القول في تأويل قوله تعالى: {فمن لم يجد فصيام ثلاثة أيام في الحج} [البقرة: 196] يعني بذلك جل ثناؤه: فما استيسر من الهدي، فهديه جزاء لاستمتاعه بإحلاله من إحرامه الذي حل منه حين عاد لقضاء حجته التي أحصر فيها وعمرته التي كانت لزمته بفوت حجته، فإن لم يجد هديا فعليه صيام,1141
2,1141,القول في تأويل قوله تعالى: {وسبعة إذا رجعتم} [البقرة: 196] يعني جل ثناؤه بذلك: فمن لم يجد ما استيسر من الهدي، فعليه صيام ثلاثة أيام في حجه وصيام سبعة أيام إذا رجع إلى أهله ومصره. فإن قال لنا قائل: أوما يجب عليه صوم السبعة الأيام بعد الأيام الثلاثة التي يصومهن في,1142
2,1142,القول في تأويل قوله تعالى: {تلك عشرة كاملة} [البقرة: 196] اختلف أهل التأويل في تأويل قوله: {كاملة} [البقرة: 196] ، فقال بعضهم: معنى ذلك: فصيام الثلاثة الأيام في الحج والسبعة الأيام بعدما يرجع إلى أهله عشرة كاملة من الهدي.,1143
2,1143,القول في تأويل قوله تعالى: {ذلك لمن لم يكن أهله حاضري المسجد الحرام} [البقرة: 196] يعني جل ثناؤه بقوله: {ذلك} [البقرة: 2] أي التمتع بالعمرة إلى الحج لمن لم يكن أهله حاضري المسجد الحرام,1146
2,1146,القول في تأويل قوله تعالى: {واتقوا الله واعلموا أن الله شديد العقاب},1146
2,1146,القول في تأويل قوله تعالى: {الحج أشهر معلومات فمن فرض فيهن الحج فلا رفث ولا فسوق ولا جدال في الحج وما تفعلوا من خير يعلمه الله وتزودوا فإن خير الزاد التقوى واتقون يا أولي الألباب} [البقرة: 197] يعني جل ثناؤه بذلك: وقت الحج أشهر معلومات. (والأشهر) مرفوعات بالحج,1151
2,1151,القول في تأويل قوله تعالى: {فمن فرض فيهن الحج} [البقرة: 197] PageEndV03P453,1154
2,1154,القول في تأويل قوله تعالى: {فلا رفث} [البقرة: 197] اختلف أهل التأويل في معنى الرفث في هذا الموضع، فقال بعضهم: هو الإفحاش للمرأة في الكلام، وذلك بأن يقول: إذا حللنا فعلت بك كذا وكذا لا يكني عنه، وما أشبه ذلك,1160
2,1160,القول في تأويل قوله تعالى: {ولا فسوق} [البقرة: 197] PageEndV03P470,1164
2,1164,القول في تأويل قوله تعالى {ولا جدال في الحج} [البقرة: 197] اختلف أهل,1173
2,1173,القول في تأويل قوله تعالى: {وما تفعلوا من خير يعلمه الله} [البقرة: 197] يعني بذلك جل ثناؤه: افعلوا أيها المؤمنون ما أمرتكم به في حجكم من إتمام مناسككم فيه، وأداء فرضكم الواجب عليكم في إحرامكم، وتجنب ما أمرتكم بتجنبه من الرفث، والفسوق في حجكم لتستوجبوا به الثواب,1174
2,1174,القول في تأويل قوله تعالى: {وتزودوا فإن خير الزاد التقوى} [البقرة: 197] ذكر أن هذه الآية نزلت في قوم كانوا يحجون بغير زاد، وكان بعضهم إذا أحرم رمى بما معه من الزاد واستأنف غيره من الأزودة فأمر الله جل ثناؤه من لم يكن يتزود منهم بالتزود لسفره، ومن كان منهم ذا زاد أن,1178
2,1178,القول في تأويل قوله تعالى: {واتقون يا أولي الألباب} [البقرة: 197] يعني بذلك جل ثناؤه: واتقون يا أهل العقول، والأفهام بأداء فرائضي عليكم التي أوجبتها عليكم في حجكم، ومناسككم وغير ذلك من ديني الذي شرعته لكم، وخافوا عقابي باجتناب محارمي التي حرمتها عليكم؛ تنجوا بذلك,1178
2,1178,القول في تأويل قوله تعالى: {ليس عليكم جناح أن تبتغوا فضلا من ربكم فإذا أفضتم من عرفات فاذكروا الله عند المشعر الحرام واذكروه كما هداكم وإن كنتم من قبله لمن الضالين} [البقرة: 198] " يعني بذلك جل ذكره: ليس عليكم أيها المؤمنون جناح. والجناح: الحرج,1183
2,1183,القول في تأويل قوله تعالى: {فإذا أفضتم من عرفات} [البقرة: 198] يعني جل,1185
2,1185,القول في تأويل قوله تعالى: {فاذكروا الله عند المشعر الحرام} [البقرة: 198] يعني بذلك جل ثناؤه: {فإذا أفضتم} [البقرة: 198] فكررتم راجعين من عرفة إلى حيث بدأتم الشخوص إليها منه {فاذكروا الله} [البقرة: 198] يعني بذلك الصلاة، والدعاء {عند المشعر الحرام} [البقرة: 198] وقد بينا قبل أن المشاعر هي المعالم من قول القائل:,1190
2,1190,القول في تأويل قوله تعالى: {واذكروه كما هداكم وإن كنتم من قبله لمن,1191
2,1191,القول في تأويل قوله تعالى: {ثم أفيضوا من حيث أفاض الناس واستغفروا الله إن الله غفور رحيم} [البقرة: 199] اختلف أهل التأويل في تأويل ذلك، ومن المعني بالأمر بالإفاضة من حيث أفاض الناس، ومن الناس الذين أمروا بالإفاضة من موضع إفاضتهم. فقال بعضهم: المعني بقوله: {ثم,1195
2,1195,القول في تأويل قوله تعالى: {واستغفروا الله إن الله غفور رحيم} [البقرة: 199] يعني بذلك جل ثناؤه: {فإذا أفضتم من عرفات} [البقرة: 198] منصرفين إلى منى {فاذكروا الله عند المشعر الحرام} [البقرة: 198] وادعوه واعبدوه عنده، كما ذكركم بهدايته، فوفقكم لما ارتضى لخليله إبراهيم، فهداه له من شريعة دينه بعد أن,1197
2,1197,القول في تأويل قوله تعالى: {فإذا قضيتم مناسككم فاذكروا الله كذكركم آباءكم أو أشد ذكرا فمن الناس من يقول ربنا آتنا في الدنيا وما له في الآخرة من خلاق} [البقرة: 200] يعني بقول جل ثناؤه: {فإذا قضيتم مناسككم} [البقرة: 200] فإذا فرغتم من حجكم فذبحتم نسائككم {فاذكروا الله} [البقرة: 198] يقال منه: نسك,1197
2,1197,وأما قوله: {فاذكروا الله كذكركم آباءكم أو أشد ذكرا} [البقرة: 200] فإن أهل التأويل اختلفوا في صفة ذكر القوم آباءهم الذين أمرهم الله أن يجعلوا ذكرهم إياه كذكرهم آباءهم أو أشد ذكرا، فقال بعضهم: كان القوم في جاهليتهم بعد فراغهم من حجهم، ومناسكهم يجتمعون فيتفاخرون بمآثر,1201
2,1201,القول في تأويل قوله تعالى: {فمن الناس من يقول ربنا آتنا في الدنيا وما له في الآخرة من خلاق} [البقرة: 200] يعني بذلك جل ثناؤه: {فإذا قضيتم مناسككم} [البقرة: 200] أيها المؤمنون {فاذكروا الله كذكركم آباءكم أو أشد ذكرا} [البقرة: 200] وارغبوا إليه فيما لديه من خير الدنيا والآخرة بابتهال وتمسكن، واجعلوا,1203
2,1203,القول في تأويل قوله تعالى: {ومنهم من يقول ربنا آتنا في الدنيا حسنة وفي الآخرة حسنة وقنا عذاب النار} [البقرة: 201] اختلف أهل التأويل في معنى الحسنة التي ذكر الله في هذا الموضع، فقال بعضهم. يعني بذلك: ومن الناس من يقول: ربنا أعطنا عافية في الدنيا وعافية في الآخرة,1205
2,1205,القول في تأويل قوله تعالى: {أولئك لهم نصيب مما كسبوا والله سريع,1206
2,1206,وأما قوله: {والله سريع الحساب} [البقرة: 202] فإنه يعني جل ثناؤه: أنه محيط بعمل الفريقين كليهما اللذين من مسألة أحدهما: ربنا آتنا في الدنيا؛ ومن مسألة الآخر: {ربنا آتنا في الدنيا حسنة وفي الآخرة حسنة وقنا عذاب النار} [البقرة: 201] ؛ فمحص له بأسرع الحساب، ثم إنه مجاز كلا الفريقين,1206
2,1206,القول في تأويل قوله تعالى: {واذكروا الله في أيام معدودات فمن تعجل في يومين فلا إثم عليه ومن تأخر فلا إثم عليه لمن اتقى واتقوا الله واعلموا أنكم إليه تحشرون} [البقرة: 203] يعني جل ذكره: اذكروا الله بالتوحيد، والتعظيم في أيام محصنات، وهي أيام رمي الجمار، أمر عباده,1210
2,1210,القول في تأويل قوله تعالى: {فمن تعجل في يومين فلا إثم عليه ومن تأخر,1219
2,1219,القول في تأويل قوله تعالى: {واتقوا الله واعلموا أنكم إليه تحشرون} [البقرة: 203] يعني بذلك جل ثناؤه: واتقوا الله أيها المؤمنون فيما فرض عليكما من فرائضه، فخافوه في تضييعها، والتفريط فيها، وفيما نهاكم عنه في حجكم، ومناسككما أن ترتكبوه أو تأتوه وفيما كلفكم في إحرامكم,1220
2,1220,القول في تأويل قوله تعالى: {ومن الناس من يعجبك قوله في الحياة الدنيا ويشهد الله على ما في قلبه وهو ألد الخصام} [البقرة: 204] وهذا نعت من الله تبارك وتعالى للمنافقين، يقول جل ثناؤه: ومن الناس من يعجبك يا محمد ظاهر قوله وعلانيته، ويستشهد الله على ما في قلبه، وهو ألد,1224
2,1224,القول في تأويل قوله تعالى: {وهو ألد الخصام} [البقرة: 204] الألد من,1225
2,1225,القول في تأويل قوله تعالى: {وإذا تولى سعى في الأرض ليفسد فيها ويهلك الحرث والنسل والله لا يحب الفساد},1225
2,1225,يعني بقوله جل ثناؤه: {وإذا تولى} [البقرة: 205] وإذا أدبر هذا المنافق من عندك يا محمد منصرفا عنك,1226
2,1226,القول في تأويل قوله تعالى: {ويهلك الحرث والنسل} [البقرة: 205] اختلف,1229
2,1229,القول في تأويل قوله تعالى: {والله لا يحب الفساد} [البقرة: 205] يعني بذلك جل ثناؤه: والله لا يحب المعاصي، وقطع السبيل، وإخافة الطريق. والفساد: مصدر من قول القائل: فسد الشيء يفسد، نظير قولهم: ذهب يذهب ذهابا، ومن العرب من يجعل مصدر فسد فسودا، ومصدر ذهب يذهب ذهوبا,1229
2,1229,القول في تأويل قوله تعالى: {وإذا قيل له اتق الله أخذته العزة بالإثم,1231
2,1231,القول في تأويل قوله تعالى: {ومن الناس من يشري نفسه ابتغاء مرضات الله},1231
2,1231,وأما قوله: {ابتغاء مرضات الله} [البقرة: 207] فإنه يعني أن هذا الشاري يشري إذا اشترى طلب مرضاة الله. ونصب «ابتغاء» بقوله «يشري» ، فكأنه قال. «ومن الناس من يشري من أجل ابتغاء مرضاة الله، ثم ترك» من أجل " وعمل فيه الفعل. وقد زعم بعض أهل العربية أنه نصب ذلك على,1234
2,1234,القول في تأويل قوله تعالى: {والله رءوف بالعباد} PageEndV03P595,1234
2,1234,القول في تأويل قوله تعالى: {يا أيها الذين آمنوا ادخلوا في السلم كافة ولا تتبعوا خطوات الشيطان إنه لكم عدو مبين} [البقرة: 208] اختلف أهل التأويل في معنى السلم في هذا الموضع، فقال بعضهم: معناه: الإسلام,1238
2,1238,القول في تأويل قوله تعالى: {كافة} [البقرة: 208] يعني جل ثناؤه {كافة} [البقرة: 208] عامة جميعا,1238
2,1238,القول في تأويل قوله تعالى. {ولا تتبعوا خطوات الشيطان إنه لكم عدو مبين},1238
2,1238,القول في تأويل قوله تعالى: {فإن زللتم من بعد ما جاءتكم البينات فاعلموا أن الله عزيز حكيم} [البقرة: 209] يعني بذلك جل ثناؤه: فإن أخطأتم الحق، فضللتم عنه، وخالفتم الإسلام، وشرائعه، من بعد ما جاءتكم حججي، وبينات هداي، واتضحت لكم صحة أمر الإسلام بالأدلة التي قطعت,1239
2,1239,ذكر أقوال القائلين في تأويل قوله: {فإن زللتم},1239
2,1239,ذكر أقوال القائلين في تأويل قوله: {من بعد ما جاءتكم البينات},1240
2,1240,القول في تأويل قوله تعالى: {هل ينظرون إلا أن يأتيهم الله في ظلل من الغمام والملائكة وقضي الأمر وإلى الله ترجع الأمور} [البقرة: 210] يعني بذلك جل ثناؤه: هل ينظر المكذبون بمحمد صلى الله عليه وسلم وما جاء به، إلا أن يأتيهم الله في ظلل من الغمام، والملائكة. ثم اختلفت,1246
2,1246,القول في تأويل قوله تعالى: {وقضي الأمر وإلى الله ترجع الأمور} [البقرة: 210] يعني جل ثناؤه بذلك: وفصل القضاء بالعدل بين الخلق، على ما ذكرناه قبل عن أبي هريرة عن النبي صلى الله عليه وسلم: «من أخذ الحق لكل مظلوم من كل ظالم، حتى القصاص للجماء من القرناء من البهائم»,1247
2,1247,القول في تأويل قوله تعالى: {سل بني إسرائيل كم آتيناهم من آية بينة ومن يبدل نعمة الله من بعد ما جاءته فإن الله شديد العقاب} [البقرة: 211] يعني بذلك جل ثناؤه: سل يا محمد بني إسرائيل الذين لا ينتظرون بالإنابة إلى طاعتي، والتوبة إلي بالإقرار بنبوتك وتصديقك فيما جئتهم به,1248
2,1248,القول في تأويل قوله تعالى: {ومن يبدل نعمة الله من بعد ما جاءته فإن الله شديد العقاب} [البقرة: 211] يعني بالنعم جل ثناؤه الإسلام، وما فرض من شرائع دينه. ويعني بقوله: {ومن يبدل نعمة الله} [البقرة: 211] ومن يغير ما عاهد الله في نعمته التي هي الإسلام من العمل، والدخول فيه فيكفر به،,1249
2,1249,القول في تأويل قوله تعالى: {زين للذين كفروا الحياة الدنيا ويسخرون من,1249
2,1249,القول في تأويل قوله تعالى: {والله يرزق من يشاء بغير حساب} [البقرة: 212] ويعني بذلك: والله يعطي الذين اتقوا يوم القيامة من نعمه، وكراماته، وجزيل عطاياه، بغير محاسبة منه لهم على ما من به عليهم من كرامته. فإن قال لنا قائل: وما في قوله: {يرزق من يشاء بغير حساب} [البقرة: 212] من,1250
2,1250,القول في تأويل قوله تعالى: {كان الناس أمة واحدة فبعث الله النبيين مبشرين ومنذرين وأنزل معهم الكتاب بالحق ليحكم بين الناس فيما اختلفوا فيه وما اختلف فيه إلا الذين أوتوه من بعد ما جاءتهم البينات بغيا بينهم فهدى الله الذين آمنوا لما اختلفوا فيه من الحق,1253
2,1253,وأما قوله: {فبعث الله النبيين مبشرين ومنذرين} [البقرة: 213] فإنه يعني أنه أرسل رسلا يبشرون من أطاع الله بجزيل الثواب، وكريم المآب؛ ويعني بقوله {ومنذرين} [البقرة: 213] ينذرون من عصى الله فكفر به، بشدة العقاب ، وسوء الحساب والخلود في النار {وأنزل معهم الكتاب بالحق ليحكم بين الناس فيما,1254
2,1254,القول في تأويل قوله تعالى: {وما اختلف فيه إلا الذين أوتوه من بعد ما جاءتهم البينات بغيا بينهم} [البقرة: 213] يعني جل ثناؤه بقوله: {وما اختلف فيه} [البقرة: 213] وما اختلف في الكتاب الذي أنزله وهو التوراة {إلا الذين أوتوه} [البقرة: 213] يعني بذلك اليهود من بني إسرائيل، وهم الذين أوتوا التوراة،,1255
2,1255,القول في تأويل قوله تعالى: {فهدى الله الذين آمنوا لما اختلفوا فيه من الحق بإذنه والله يهدي من يشاء إلى صراط مستقيم} [البقرة: 213] يعني جل ثناؤه بقوله: {فهدى الله} [البقرة: 213] فوفق الذي آمنوا وهم أهل الإيمان بالله وبرسوله محمد صلى الله عليه وسلم المصدقين به وبما جاء به أنه من عند,1259
2,1259,القول في تأويل قوله تعالى: {أم حسبتم أن تدخلوا الجنة ولما يأتكم مثل الذين خلوا من قبلكم مستهم البأساء والضراء وزلزلوا حتى يقول الرسول والذين آمنوا معه متى نصر الله ألا إن نصر الله قريب},1259
2,1259,وأما قوله: {أم حسبتم} [البقرة: 214] كأنه استفهم ب «أم» في ابتداء لم يتقدمه حرف استفهام لسبوق كلام هو به متصل، ولو لم يكن قبله كلام يكون به متصلا، وكان ابتداء لم يكن إلا بحرف من حروف الاستفهام؛ لأن قائلا لو كان قال مبتدئا كلاما لآخر: أم عندك أخوك؟ لكان قائلا ما,1260
2,1260,وأما قوله: {ولما يأتكم} [البقرة: 214] فإن عامة أهل العربية يتأولونه بمعنى: ولم يأتكم، ويزعمون أن ما صلة وحشو، وقد بينت القول في «ما» التي يسميها أهل العربية صلة «ما» حكمها في غير هذا الموضع بما أغنى عن إعادته.,1261
2,1261,القول في تأويل قوله تعالى: {يسألونك ماذا ينفقون قل ما أنفقتم من خير,1263
2,1263,القول في تأويل قوله تعالى: {كتب عليكم القتال وهو كره لكم وعسى أن تكرهوا شيئا وهو خير لكم وعسى أن تحبوا شيئا وهو شر لكم والله يعلم وأنتم لا تعلمون} [البقرة: 216] يعني بذلك جل ثناؤه: {كتب عليكم القتال} [البقرة: 216] فرض عليكم القتال، يعني قتال المشركين، {وهو كره لكم} [البقرة: 216] واختلف أهل العلم,1264
2,1264,القول في تأويل قوله تعالى: {وهو كره لكم} [البقرة: 216] يعني بذلك جل,1265
2,1265,القول في تأويل قوله تعالى: {وعسى أن تكرهوا شيئا وهو خير لكم وعسى أن تحبوا شيئا وهو شر لكم} [البقرة: 216] يعني بذلك جل ثناؤه: ولا تكرهوا القتال، فإنكم لعلكم إن تكرهوه وهو خير لكم، ولا تحبوا ترك الجهاد، فلعلكم إن تحبوه وهو شر لكم,1266
2,1266,القول في تأويل قوله تعالى: {والله يعلم وأنتم لا تعلمون} [البقرة: 216] يعني بذلك جل ثناؤه: والله يعلم ما هو خير لكم مما هو شر لكم، فلا تكرهوا ما كتبت عليكم من جهاد عدوكم، وقتال من أمرتكم بقتاله، فإني أعلم أن قتالكم إياهم، هو خير لكم في عاجلكم، ومعادكم، وترككم,1266
2,1266,القول في تأويل قوله تعالى: {يسألونك عن الشهر الحرام قتال فيه قل قتال,1267
2,1267,وقوله جل ثناؤه: {وصد عن سبيل الله} [البقرة: 217] ومعنى الصد عن الشيء: المنع منه، والدفع عنه، ومنه قيل: صد فلان بوجهه عن فلان: إذا أعرض عنه فمنعه من النظر إليه,1267
2,1267,وقوله: {وكفر به} [البقرة: 217] يعني: وكفر بالله، والباء في به عائدة على اسم الله الذي في سبيل الله. وتأويل الكلام: وصد عن سبيل الله، وكفر به، وعن المسجد الحرام وإخراج أهل المسجد الحرام، وهم أهله وولاته {أكبر عند الله} [البقرة: 217] من القتال في الشهر الحرام. فالصد عن سبيل الله,1278
2,1278,القول في تأويل قوله تعالى: {ولا يزالون يقاتلونكم حتى يردوكم عن دينكم إن استطاعوا} [البقرة: 217] يعني تعالى ذكره: ولا يزال مشركو قريش يقاتلونكم حتى يردوكم عن دينكم إن قدروا على ذلك,1279
2,1279,القول في تأويل قوله تعالى: {ومن يرتدد منكم عن دينه فيمت وهو كافر,1279
2,1279,وقوله: {فيمت وهو كافر} [البقرة: 217] يقول: من يرجع عن دينه دين الإسلام، فيمت وهو كافر، فيمت قبل أن يتوب من كفره، فهم الذين حبطت أعمالهم يعني بقوله: {حبطت أعمالهم} [البقرة: 217] بطلت وذهبت، وبطولها: ذهاب ثوابها، وبطول الأجر عليها والجزاء في دار الدنيا والآخرة,1279
2,1279,وقوله: {وأولئك أصحاب النار هم فيها خالدون} [البقرة: 217] يعني الذين ارتدوا عن دينهم فماتوا على كفرهم، هم أهل النار المخلدون فيها. وإنما جعلهم أهلها لأنهم لا يخرجون منها، فهم سكانها المقيمون فيها، كما يقال: هؤلاء أهل محلة كذا، يعني سكانها المقيمون فيها ويعني بقوله:,1279
2,1279,القول في تأويل قوله تعالى: {إن الذين آمنوا والذين هاجروا وجاهدوا في سبيل الله أولئك يرجون رحمة الله والله غفور رحيم} يعني بذلك جل ذكره: إن الذين صدقوا بالله وبرسوله، وبما جاء به,1280
2,1280,وأما قوله: {وجاهدوا} [البقرة: 218] فإنه يعني: وقاتلوا، وحاربوا وأصل المجاهدة المفاعلة، من قول الرجل: قد جهد فلان فلانا على كذا، إذا كربه وشق عليه يجهده جهدا. فإذا كان الفعل من اثنين كل واحد منهما يكابد من صاحبه شدة، ومشقة، قيل: فلان يجاهد فلانا، يعني أن كل,1281
2,1281,القول في تأويل قوله تعالى: {يسألونك عن الخمر والميسر قل فيهما إثم كبير ومنافع للناس وإثمهما أكبر من نفعهما ويسألونك ماذا ينفقون قل العفو كذلك يبين الله لكم الآيات لعلكم تتفكرون في الدنيا والآخرة ويسألونك عن اليتامى قل إصلاح لهم خير وإن تخالطوهم فإخوانكم,1284
2,1284,وأما قوله: {قل فيهما إثم كبير ومنافع للناس} [البقرة: 219] فإنه يعني بذلك جل ثناؤه: قل يا محمد لهم فيهما، يعني في الخمر والميسر إثم كبير. فالإثم الكبير الذي فيهما ما ذكر عن السدي,1286
2,1286,القول في تأويل قوله تعالى: {وإثمهما أكبر من نفعهما} [البقرة: 219] يعني بذلك عز ذكره: والإثم بشرب هذه، والقمار هذا أعظم وأكبر مضرة عليهم من النفع الذي يتناولون بهما. وإنما كان ذلك كذلك، لأنهم كانوا إذا سكروا وثب بعضهم على بعض وقاتل بعضهم بعضا، وإذا ياسروا وقع بينهم,1291
2,1291,القول في تأويل قوله تعالى: {ويسألونك ماذا ينفقون قل العفو} [البقرة: 219] يعني جل ذكره بذلك: ويسألك يا محمد أصحابك: أي شيء ينفقون من أموالهم فيتصدقون به، فقل لهم يا محمد أنفقوا منها العفو. واختلف أهل التأويل في معنى: {العفو} [البقرة: 219] في هذا الموضع، فقال بعضهم. معناه: الفضل,1297
2,1297,القول في تأويل قوله تعالى: {كذلك يبين الله لكم الآيات لعلكم تتفكرون،,1298
2,1298,القول في تأويل قوله تعالى: {ويسألونك عن اليتامى قل إصلاح لهم خير، وإن تخالطوهم فإخوانكم} [البقرة: 220] اختلف أهل التأويل فيما نزلت هذه الآية: فقال بعضهم نزلت في الذين عزلوا أموال اليتامى حين نزل قوله تعالى {ولا تقربوا مال اليتيم إلا بالتي هي أحسن},1304
2,1304,القول في تأويل قوله تعالى: {والله يعلم المفسد من المصلح} [البقرة: 220] يعني تعالى ذكره بذلك: إن ربكم وإن أذن لكم في مخالطتكم اليتامى على ما أذن لكم به، فاتقوا الله في أنفسكم أن تخالطوهم وأنتم تريدون أكل أموالهم بالباطل، وتجعلون مخالطتكم إياهم ذريعة لكم إلى إفساد,1304
2,1304,القول في تأويل قوله تعالى: {ولو شاء الله لأعنتكم} [البقرة: 220] يعني تعالى ذكره بذلك: ولو شاء الله لحرم ما أحله لكم من مخالطة أيتامكم بأموالكم أموالهم، فجهدكم ذلك وشق عليكم، ولم تقدروا على القيام باللازم لكم من حق الله تعالى، والواجب عليكم في ذلك من فرضه، ولكنه,1306
2,1306,القول في تأويل قوله تعالى: {إن الله عزيز حكيم} [البقرة: 220] يعني,1307
2,1307,القول في تأويل قوله تعالى: {ولا تنكحوا المشركات حتى يؤمن ولأمة مؤمنة خير من مشركة ولو أعجبتكم ولا تنكحوا المشركين حتى يؤمنوا ولعبد مؤمن خير من مشرك ولو أعجبكم أولئك يدعون إلى النار والله يدعو إلى الجنة والمغفرة بإذنه ويبين آياته للناس لعلهم يتذكرون} [البقرة: 221] اختلف,1310
2,1310,القول في تأويل قوله تعالى: {ولأمة مؤمنة خير من مشركة} [البقرة: 221] PageEndV03P717,1311
2,1311,القول في تأويل قوله تعالى: {ولو أعجبتكم} [البقرة: 221] يعني تعالى ذكره بذلك: وإن أعجبتكم المشركة من غير أهل الكتاب في الجمال، والحسب، والمال فلا تنكحوها، فإن الأمة المؤمنة خير عند الله منها وإنما وضعت «لو» موضع «إن» لتقارب مخرجيهما ومعنييهما، ولذلك تجاب كل,1311
2,1311,القول في تأويل قوله تعالى: {ولا تنكحوا المشركين حتى يؤمنوا ولعبد مؤمن خير من مشرك ولو أعجبكم} [البقرة: 221] يعني تعالى ذكره بذلك: أن الله قد حرم على المؤمنات أن ينكحن مشركا، كائنا من كان المشرك من أي أصناف الشرك كان. فلا تنكحوهن أيها المؤمنون منهم فإن ذلك حرام عليكم،,1312
2,1312,القول في تأويل قوله تعالى: {أولئك يدعون إلى النار والله يدعو إلى الجنة والمغفرة بإذنه ويبين آياته للناس لعلهم يتذكرون} [البقرة: 221] يعني تعالى ذكره بقوله: {أولئك} [البقرة: 5] هؤلاء الذين حرمت عليكم أيها المؤمنون مناكحتهم من رجال أهل الشرك، ونسائهم يدعونكم إلى النار، يعني يدعونكم,1312
2,1312,القول في تأويل قوله تعالى: {ويسألونك عن المحيض قل هو أذى فاعتزلوا النساء في المحيض ولا تقربوهن حتى يطهرن فإذا تطهرن فأتوهن من حيث أمركم الله إن الله يحب التوابين ويحب المتطهرين},1312
2,1312,يعني تعالى ذكره بقوله: {ويسألونك عن المحيض} [البقرة: 222] ويسألك يا محمد أصحابك عن الحيض وقيل «المحيض» لأن ما كان من الفعل ماضيه بفتح عين الفعل وكسرها في الاستقبال، مثل قول القائل: ضرب يضرب، وحبس يحبس، ونزل ينزل، فإن العرب تبني مصدره على المفعل، والاسم على,1314
2,1314,القول في تأويل قوله تعالى: {قل هو أذى} [البقرة: 222] يعني تعالى ذكره بذلك: قل لمن سألك من أصحابك يا محمد عن المحيض هو أذى. والأذى: هو ما يوذي به من مكروه فيه، وهو في هذا الموضع يسمى أذى لنتن ريحه، وقذره، ونجاسته، وهو جامع لمعان شتى من خلال الأذى غير واحدة. وقد,1314
2,1314,القول في تأويل قوله تعالى: {فاعتزلوا النساء في المحيض} [البقرة: 222] يعني تعالى ذكره بقوله: {فاعتزلوا النساء في المحيض} [البقرة: 222] فاعتزلوا جماع النساء، ونكاحهن في محيضهن,1318
2,1318,القول في تأويل قوله تعالى: {ولا تقربوهن حتى يطهرن} [البقرة: 222] اختلف القراء في قراءة ذلك ، فقرأه بعضهم: " {حتى يطهرن} [البقرة: 222] " بضم الهاء وتخفيفها، وقرأه آخرون بتشديد الهاء وفتحها. وأما الذين قرءوه بتخفيف الهاء وضمها فإنهم وجهوا معناه إلى: ولا تقربوا النساء في حال حيضهن,1320
2,1320,القول في تأويل قوله تعالى: {فإذا تطهرن} [البقرة: 222] يعني تعالى ذكره بقوله: {فإذا تطهرن فأتوهن} [البقرة: 222] فإذا اغتسلن فتطهرن بالماء فجامعوهن. فإن قال قائل: أففرض جماعهن حينئذ؟ قيل: لا. فإن قال: فما معنى قوله إذا: {فأتوهن} [البقرة: 222] قيل: ذلك إباحة ما كان منع قبل ذلك من جماعهن وإطلاق,1321
2,1321,القول في تأويل قوله تعالى: {فأتوهن من حيث أمركم الله} [البقرة: 222] اختلف أهل التأويل في تأويل قوله: {فأتوهن من حيث أمركم الله} [البقرة: 222] فقال بعضهم: معنى ذلك: فأتوا نساءكم إذا تطهرن من الوجه الذي نهيتكم عن إتيانهن منه في حال حيضهن، وذلك الفرج الذي أمر الله بترك جماعهن فيه في,1325
2,1325,القول في تأويل قوله تعالى: {إن الله يحب التوابين ويحب المتطهرين} [البقرة : 222] يعني تعالى ذكره بقوله: {إن الله يحب التوابين} [البقرة: 222] المنيبين من الإدبار عن الله وعن طاعته إليه وإلى طاعته وقد بينا معنى التوبة قبل. واختلف في معنى قوله: {ويحب المتطهرين} [البقرة: 222] فقال بعضهم: هم المتطهرون,1327
2,1327,القول في تأويل قوله تعالى: {نساؤكم حرث لكم فأتوا حرثكم أنى شئتم وقدموا لأنفسكم واتقوا الله واعلموا أنكم ملاقوه وبشر المؤمنين} [البقرة: 223] يعني تعالى ذكره بذلك: نساؤكم مزدرع أولادكم، فأتوا مزدرعكم كيف شئتم، وأين شئتم. وإنما عنى بالحرث المزدرع، والحرث هو الزرع،,1327
2,1327,القول في تأويل قوله تعالى: {فأتوا حرثكم أنى شئتم} [البقرة: 223] يعني تعالى ذكره بذلك: فانكحوا مزدرع أولادكم من حيث شئتم من وجوه المأتى. والإتيان في هذا الموضع كناية عن اسم الجماع. واختلف أهل التأويل في معنى قوله: {أنى شئتم} [البقرة: 223] فقال بعضهم: معنى أنى: كيف,1337
2,1337,القول في تأويل قوله تعالى: {وقدموا لأنفسكم} [البقرة: 223] اختلف أهل,1338
2,1338,القول في تأويل قوله تعالى: {واتقوا الله واعلموا أنكم ملاقوه وبشر المؤمنين} [البقرة: 223] وهذا تحذير من الله تعالى ذكره عباده أن يأتوا شيئا مما نهاهم عنه من معاصيه، وتخويف لهم عقابه عند لقائه، كما قد بينا قبل، وأمر لنبيه محمد صلى الله عليه وسلم أن يبشر من عباده,1338
2,1338,القول في تأويل قوله تعالى: {ولا تجعلوا الله عرضة لأيمانكم أن تبروا وتتقوا وتصلحوا بين الناس والله سميع عليم} [البقرة: 224] اختلف أهل التأويل في تأويل قوله: {ولا تجعلوا الله عرضة لأيمانكم} [البقرة: 224] فقال بعضهم: معناه: ولا تجعلوه علة لأيمانكم، وذلك إذا سئل أحدكم الشيء من الخير,1343
